timestamp,plant,line,shift,product_family,cycle_time_sec,cavity,efficiency_pct,downtime_rate,scrap_rate,units_per_hour,effective_units_per_hour,good_units_per_hour,material_cost_per_unit,labor_cost_per_hour,energy_cost_per_hour,overhead_cost_per_hour,total_cost_per_hour,cost_per_unit,cost_per_good_unit,scrap_cost_per_unit_proxy
2025-11-22 06:23:00,PL03,LINE_B,C,STANDARD,23.81,2,0.7906,0.1703,0.0224,239.03,198.33,193.88,1.22,52.36,12.68,27.69,92.73,1.69,1.7,0.027
2025-11-22 08:01:00,PL03,LINE_B,C,HEAVY,51.25,1,0.8455,0.1301,0.0399,59.39,51.66,49.6,5.4,47.03,24.09,23.88,95.0,7.236,7.312,0.215
2025-11-22 09:10:00,PL01,LINE_B,C,PREMIUM,40.6,1,0.8639,0.07,0.0799,76.6,71.24,65.54,4.26,58.38,16.65,16.65,91.68,5.549,5.661,0.341
2025-11-22 09:23:00,PL01,LINE_D,B,STANDARD,23.31,2,0.6848,0.157,0.1476,211.55,178.33,152.01,2.18,59.87,16.04,23.27,99.18,2.74,2.836,0.322
2025-11-22 09:51:00,PL01,LINE_A,C,STANDARD,42.49,1,0.9769,0.0881,0.101,82.77,75.48,67.85,2.02,57.21,16.19,14.51,87.91,3.185,3.315,0.204
2025-11-22 12:18:00,PL02,LINE_A,A,STANDARD,25.42,1,0.8907,0.1389,0.0739,126.14,108.62,100.59,2.28,46.08,22.18,29.36,97.63,3.175,3.247,0.168
2025-11-22 14:05:00,PL01,LINE_D,C,HEAVY,55.59,1,0.8183,0.25,0.1317,52.99,39.74,34.51,4.26,57.65,22.42,29.68,109.74,7.018,7.437,0.561
2025-11-22 15:13:00,PL03,LINE_B,A,STANDARD,29.93,1,0.8471,0.1827,0.0816,101.9,83.29,76.49,2.84,47.37,14.82,18.58,80.76,3.813,3.899,0.232
2025-11-22 15:29:00,PL01,LINE_B,B,STANDARD,24.19,2,0.8969,0.08,0.0618,266.94,245.59,230.41,2.04,58.48,17.35,24.97,100.8,2.452,2.479,0.126
2025-11-22 16:20:00,PL01,LINE_C,B,PREMIUM,65.89,1,0.8161,0.2435,0.0553,44.59,33.73,31.87,4.06,55.96,24.29,19.38,99.63,7.018,7.191,0.225
2025-11-22 16:46:00,PL02,LINE_B,A,HEAVY,81.66,1,0.8393,0.1347,0.0464,37.0,32.02,30.53,5.5,50.96,20.49,23.47,94.92,8.466,8.61,0.255
2025-11-22 17:15:00,PL01,LINE_D,A,STANDARD,43.22,2,0.7732,0.25,0.0973,128.82,96.62,87.22,2.14,56.24,19.79,22.39,98.43,3.159,3.269,0.208
2025-11-22 17:16:00,PL02,LINE_C,A,STANDARD,59.64,1,0.8624,0.25,0.0151,52.06,39.05,38.46,2.19,53.55,17.73,18.65,89.93,4.49,4.526,0.033
2025-11-22 17:43:00,PL02,LINE_D,C,PREMIUM,28.38,1,0.6896,0.25,0.1181,87.48,65.61,57.86,3.2,55.15,12.0,20.12,87.26,4.53,4.708,0.378
2025-11-22 17:52:00,PL01,LINE_D,B,PREMIUM,45.34,1,0.8721,0.2059,0.1002,69.25,54.99,49.48,3.32,55.53,17.19,21.38,94.1,5.033,5.223,0.333
2025-11-22 18:17:00,PL02,LINE_C,B,STANDARD,44.46,1,0.8852,0.0351,0.0411,71.67,69.16,66.32,2.77,49.83,17.82,22.8,90.45,4.082,4.138,0.114
2025-11-22 18:27:00,PL02,LINE_D,B,STANDARD,34.23,4,0.7335,0.25,0.1011,308.55,231.41,208.01,2.44,49.43,20.07,32.21,101.71,2.881,2.93,0.247
2025-11-22 18:54:00,PL01,LINE_C,B,HEAVY,88.11,1,0.8261,0.0873,0.0811,33.75,30.81,28.31,4.99,53.17,17.54,17.45,88.16,7.849,8.101,0.405
2025-11-22 19:00:00,PL01,LINE_A,A,STANDARD,35.92,2,0.8825,0.0943,0.15,176.9,160.22,136.18,2.19,55.09,21.24,21.86,98.19,2.807,2.916,0.329
2025-11-22 19:12:00,PL01,LINE_C,A,STANDARD,25.53,1,0.98,0.0316,0.15,138.18,133.81,113.74,2.19,53.85,27.08,21.5,102.44,2.952,3.088,0.328
2025-11-22 19:57:00,PL02,LINE_C,A,STANDARD,26.34,4,0.9124,0.1906,0.0481,498.74,403.66,384.24,2.12,53.77,25.5,26.9,106.17,2.382,2.395,0.102
2025-11-22 22:01:00,PL02,LINE_B,B,STANDARD,38.78,4,0.7978,0.1114,0.15,296.27,263.27,223.78,2.58,48.27,16.5,20.32,85.09,2.898,2.955,0.386
2025-11-22 23:22:00,PL02,LINE_A,A,STANDARD,47.27,1,0.8453,0.0839,0.15,64.38,58.98,50.13,2.49,49.37,12.96,15.18,77.51,3.804,4.036,0.373
2025-11-22 23:23:00,PL02,LINE_B,A,STANDARD,30.39,1,0.8339,0.1568,0.1472,98.8,83.31,71.05,2.16,52.93,19.14,24.86,96.92,3.327,3.528,0.318
2025-11-23 00:59:00,PL01,LINE_A,B,PREMIUM,42.16,1,0.8925,0.0633,0.0645,76.21,71.38,66.78,3.67,59.13,9.9,24.31,93.33,4.978,5.068,0.237
2025-11-23 01:24:00,PL02,LINE_C,B,PREMIUM,45.2,2,0.8563,0.1227,0.0836,136.39,119.66,109.66,3.3,50.22,19.42,24.93,94.57,4.095,4.167,0.276
2025-11-23 01:36:00,PL03,LINE_B,B,STANDARD,27.11,1,0.7652,0.185,0.0778,101.61,82.82,76.38,1.81,48.21,14.13,21.57,83.9,2.825,2.911,0.141
2025-11-23 02:12:00,PL02,LINE_C,C,STANDARD,26.1,1,0.8792,0.1858,0.0602,121.27,98.74,92.8,2.04,55.47,19.14,26.97,101.58,3.066,3.132,0.123
2025-11-23 02:12:00,PL01,LINE_C,C,HEAVY,56.69,1,0.7375,0.035,0.0463,46.84,45.2,43.11,5.24,57.52,19.6,19.18,96.3,7.367,7.47,0.242
2025-11-23 02:40:00,PL03,LINE_B,A,PREMIUM,53.34,1,0.7983,0.25,0.15,53.88,40.41,34.35,3.68,48.73,16.53,22.07,87.34,5.842,6.224,0.552
2025-11-23 02:59:00,PL03,LINE_D,A,PREMIUM,61.14,2,0.812,0.25,0.0537,95.63,71.72,67.87,3.08,46.75,9.91,27.52,84.18,4.258,4.325,0.166
2025-11-23 03:52:00,PL01,LINE_D,B,HEAVY,67.74,1,0.777,0.0657,0.0314,41.29,38.58,37.37,6.24,57.16,23.26,21.44,101.87,8.876,8.962,0.196
2025-11-23 03:54:00,PL01,LINE_A,A,PREMIUM,50.88,1,0.817,0.0184,0.083,57.81,56.74,52.03,3.43,55.55,13.3,23.67,92.52,5.056,5.203,0.284
2025-11-23 06:49:00,PL02,LINE_A,B,STANDARD,26.81,2,0.8136,0.25,0.15,218.49,163.87,139.29,2.23,55.54,14.4,20.77,90.72,2.783,2.881,0.334
2025-11-23 07:43:00,PL02,LINE_C,A,PREMIUM,36.05,2,0.8329,0.1199,0.0792,166.36,146.42,134.81,3.62,49.94,14.76,27.67,92.37,4.251,4.306,0.287
2025-11-23 08:16:00,PL02,LINE_B,B,STANDARD,28.48,1,0.8818,0.0375,0.123,111.47,107.28,94.08,2.98,56.74,21.31,16.44,94.5,3.86,3.984,0.367
2025-11-23 08:42:00,PL01,LINE_C,B,STANDARD,56.15,2,0.8356,0.0932,0.1209,107.15,97.16,85.41,2.38,57.39,25.84,24.08,107.31,3.482,3.634,0.288
2025-11-23 09:00:00,PL01,LINE_B,B,STANDARD,36.04,2,0.8857,0.2369,0.0464,176.95,135.03,128.76,3.05,55.28,20.34,31.0,106.62,3.842,3.88,0.142
2025-11-23 09:44:00,PL01,LINE_C,B,PREMIUM,36.02,1,0.9612,0.1225,0.0196,96.06,84.29,82.64,2.9,53.84,17.33,18.12,89.29,3.958,3.979,0.057
2025-11-23 10:27:00,PL02,LINE_B,A,STANDARD,33.82,1,0.7579,0.1881,0.0839,80.67,65.5,60.0,2.68,50.26,19.92,21.37,91.56,4.073,4.201,0.224
2025-11-23 10:41:00,PL02,LINE_B,C,PREMIUM,40.11,1,0.8283,0.0979,0.0222,74.34,67.06,65.57,3.24,53.3,14.99,22.5,90.79,4.592,4.623,0.072
2025-11-23 10:57:00,PL01,LINE_A,A,STANDARD,37.8,2,0.8848,0.1207,0.15,168.55,148.2,125.97,2.54,55.06,9.65,33.17,97.89,3.199,3.316,0.381
2025-11-23 11:46:00,PL01,LINE_C,C,HEAVY,61.11,2,0.768,0.2215,0.0646,90.48,70.44,65.89,4.95,58.48,20.34,21.11,99.92,6.364,6.462,0.319
2025-11-23 12:31:00,PL01,LINE_D,A,STANDARD,55.71,1,0.8176,0.25,0.0551,52.84,39.63,37.45,2.38,55.74,19.47,19.23,94.44,4.767,4.906,0.131
2025-11-23 13:26:00,PL03,LINE_A,A,STANDARD,37.48,1,0.8909,0.0593,0.0418,85.58,80.5,77.14,2.05,45.98,13.51,14.45,73.95,2.967,3.007,0.086
2025-11-23 13:42:00,PL01,LINE_B,C,PREMIUM,22.64,2,0.95,0.25,0.1083,302.09,226.56,202.02,3.06,62.53,19.93,15.55,98.01,3.494,3.546,0.332
2025-11-23 14:04:00,PL02,LINE_B,B,STANDARD,40.21,1,0.8486,0.0196,0.0628,75.97,74.48,69.81,2.53,53.94,21.2,15.23,90.36,3.743,3.824,0.159
2025-11-23 15:56:00,PL02,LINE_D,A,PREMIUM,52.1,1,0.7867,0.25,0.15,54.35,40.77,34.65,3.74,51.63,18.26,16.97,86.86,5.874,6.25,0.562
2025-11-23 16:36:00,PL02,LINE_A,C,STANDARD,27.93,1,0.9749,0.1425,0.0283,125.67,107.76,104.72,2.04,53.38,20.59,17.88,91.86,2.895,2.92,0.058
2025-11-23 16:39:00,PL01,LINE_C,B,STANDARD,24.17,4,0.8194,0.25,0.0901,488.09,366.07,333.07,1.81,55.48,13.58,8.0,77.06,2.018,2.039,0.163
2025-11-23 16:44:00,PL02,LINE_B,C,HEAVY,55.4,2,0.7478,0.1488,0.0838,97.19,82.73,75.79,6.84,55.28,22.81,22.67,100.77,8.06,8.171,0.573
2025-11-23 18:16:00,PL02,LINE_B,A,PREMIUM,62.59,2,0.909,0.0415,0.0536,104.58,100.23,94.86,3.25,49.22,20.51,29.47,99.2,4.242,4.298,0.174
2025-11-23 18:35:00,PL01,LINE_C,C,STANDARD,54.38,1,0.8505,0.1786,0.0215,56.3,46.25,45.26,2.52,57.38,13.77,27.27,98.42,4.648,4.695,0.054
2025-11-23 18:40:00,PL02,LINE_D,C,STANDARD,25.23,4,0.7959,0.1281,0.0707,454.34,396.16,368.16,2.32,54.74,22.35,23.27,100.36,2.57,2.589,0.164
2025-11-23 19:01:00,PL02,LINE_A,C,PREMIUM,58.39,2,0.9145,0.123,0.0889,112.77,98.9,90.11,3.59,50.3,14.99,20.45,85.74,4.459,4.543,0.319
2025-11-23 19:32:00,PL01,LINE_B,C,PREMIUM,31.79,1,0.866,0.1201,0.0495,98.08,86.3,82.03,3.65,55.48,17.33,15.76,88.57,4.672,4.726,0.18
2025-11-23 21:03:00,PL02,LINE_B,B,STANDARD,24.23,2,0.8106,0.0717,0.1272,240.86,223.59,195.15,2.19,49.52,20.42,16.0,85.94,2.572,2.628,0.278
2025-11-23 21:15:00,PL02,LINE_A,A,STANDARD,29.99,2,0.8267,0.046,0.15,198.48,189.35,160.94,2.52,51.32,18.18,25.49,94.98,3.024,3.113,0.378
2025-11-23 21:53:00,PL02,LINE_C,C,STANDARD,30.68,1,0.9013,0.25,0.0888,105.76,79.32,72.28,1.79,54.22,17.6,18.72,90.55,2.933,3.044,0.159
2025-11-24 00:10:00,PL02,LINE_C,A,STANDARD,46.34,1,0.8666,0.2447,0.0885,67.33,50.85,46.36,1.97,53.51,17.29,27.63,98.44,3.903,4.091,0.174
2025-11-24 00:12:00,PL01,LINE_D,C,HEAVY,65.74,1,0.962,0.25,0.0355,52.68,39.51,38.11,5.57,56.53,17.2,29.57,103.3,8.185,8.282,0.198
2025-11-24 00:22:00,PL02,LINE_B,A,STANDARD,23.9,1,0.789,0.0776,0.1293,118.83,109.61,95.45,2.16,49.9,16.43,16.19,82.52,2.914,3.026,0.279
2025-11-24 00:41:00,PL02,LINE_B,C,STANDARD,35.57,1,0.7935,0.0573,0.15,80.31,75.71,64.35,1.65,52.03,19.08,25.21,96.32,2.921,3.145,0.247
2025-11-24 01:04:00,PL02,LINE_C,C,PREMIUM,95.04,1,0.8748,0.115,0.061,33.14,29.33,27.54,3.11,49.63,20.82,25.62,96.07,6.386,6.599,0.19
2025-11-24 02:44:00,PL02,LINE_B,A,STANDARD,40.72,1,0.9247,0.1445,0.1227,81.76,69.94,61.36,1.32,50.91,23.36,13.17,87.44,2.57,2.745,0.162
2025-11-24 03:10:00,PL02,LINE_B,B,HEAVY,37.06,1,0.835,0.2374,0.0097,81.11,61.85,61.26,6.4,49.47,22.03,13.41,84.91,7.777,7.79,0.062
2025-11-24 03:29:00,PL02,LINE_D,B,PREMIUM,62.58,1,0.8336,0.206,0.15,47.95,38.08,32.37,3.01,52.85,19.27,25.63,97.75,5.576,6.029,0.451
2025-11-24 06:14:00,PL02,LINE_A,A,STANDARD,27.96,4,0.8072,0.1346,0.025,415.74,359.79,350.79,2.27,53.47,20.99,19.76,94.23,2.53,2.537,0.057
2025-11-24 06:17:00,PL01,LINE_D,A,STANDARD,41.41,2,0.8455,0.1986,0.0697,147.01,117.82,109.6,1.84,55.27,19.62,23.3,98.19,2.674,2.737,0.128
2025-11-24 06:23:00,PL02,LINE_A,A,STANDARD,29.33,1,0.7112,0.1736,0.124,87.29,72.14,63.19,2.28,48.41,18.86,22.08,89.35,3.517,3.692,0.283
2025-11-24 07:03:00,PL01,LINE_A,B,HEAVY,45.43,1,0.8357,0.1882,0.0304,66.22,53.76,52.12,5.13,54.9,24.69,11.19,90.78,6.823,6.876,0.156
2025-11-24 07:05:00,PL01,LINE_B,A,PREMIUM,34.16,2,0.8617,0.1952,0.071,181.61,146.16,135.78,3.02,53.33,10.41,27.82,91.55,3.642,3.69,0.214
2025-11-24 07:13:00,PL03,LINE_A,A,PREMIUM,39.29,1,0.8211,0.25,0.0792,75.23,56.43,51.96,3.39,48.39,18.85,33.2,100.43,5.175,5.328,0.269
2025-11-24 07:25:00,PL01,LINE_B,A,PREMIUM,36.2,1,0.7895,0.25,0.1372,78.5,58.87,50.8,3.33,53.71,17.01,23.41,94.13,4.926,5.18,0.457
2025-11-24 07:46:00,PL02,LINE_A,A,STANDARD,28.16,2,0.8928,0.219,0.0759,228.25,178.27,164.74,1.76,56.49,18.33,18.84,93.66,2.282,2.326,0.133
2025-11-24 08:17:00,PL01,LINE_B,A,PREMIUM,46.05,1,0.9099,0.2176,0.0544,71.13,55.66,52.63,3.67,56.58,14.85,24.66,96.09,5.398,5.497,0.2
2025-11-24 08:43:00,PL01,LINE_B,B,HEAVY,51.29,1,0.8229,0.2277,0.026,57.75,44.6,43.44,4.84,54.96,21.28,24.61,100.84,7.101,7.161,0.126
2025-11-24 08:51:00,PL01,LINE_C,A,PREMIUM,54.49,1,0.8225,0.0528,0.15,54.34,51.47,43.75,5.23,56.85,19.75,23.41,100.01,7.177,7.52,0.785
2025-11-24 09:04:00,PL01,LINE_D,C,HEAVY,103.43,1,0.6311,0.25,0.0818,21.97,16.47,15.13,5.48,59.6,21.43,26.71,107.74,12.023,12.605,0.448
2025-11-24 09:09:00,PL02,LINE_C,B,STANDARD,42.96,1,0.8302,0.06,0.15,69.57,65.4,55.59,2.22,52.96,14.89,19.66,87.51,3.557,3.793,0.333
2025-11-24 10:07:00,PL01,LINE_C,A,STANDARD,37.91,1,0.9179,0.1274,0.0388,87.17,76.06,73.11,1.46,49.06,13.94,27.32,90.32,2.643,2.691,0.056
2025-11-24 10:16:00,PL02,LINE_C,A,STANDARD,32.91,2,0.7966,0.1959,0.15,174.31,140.17,119.14,2.37,52.05,19.37,22.66,94.07,3.041,3.16,0.356
2025-11-24 10:22:00,PL03,LINE_C,B,PREMIUM,35.76,2,0.8572,0.127,0.077,172.61,150.69,139.08,3.45,48.13,21.27,27.66,97.06,4.098,4.151,0.266
2025-11-24 10:37:00,PL01,LINE_C,C,STANDARD,38.85,1,0.8017,0.1571,0.0811,74.29,62.62,57.54,2.05,58.04,20.93,21.68,100.66,3.653,3.795,0.166
2025-11-24 11:39:00,PL03,LINE_A,B,STANDARD,39.44,4,0.9264,0.2487,0.15,338.19,254.08,215.97,2.26,48.72,15.04,21.34,85.1,2.592,2.651,0.339
2025-11-24 12:00:00,PL01,LINE_B,A,STANDARD,27.03,1,0.9323,0.25,0.0685,124.18,93.13,86.76,2.44,52.98,20.9,13.78,87.66,3.379,3.448,0.167
2025-11-24 12:04:00,PL02,LINE_B,C,STANDARD,41.46,1,0.9181,0.0859,0.0644,79.72,72.86,68.17,2.59,52.49,17.95,19.81,90.24,3.824,3.91,0.166
2025-11-24 12:26:00,PL01,LINE_B,B,PREMIUM,47.27,1,0.8794,0.0829,0.0406,66.97,61.42,58.93,2.7,63.71,20.37,39.01,123.09,4.699,4.784,0.109
2025-11-24 12:29:00,PL03,LINE_D,C,STANDARD,40.96,1,0.8349,0.0867,0.1268,73.38,67.01,58.52,2.56,53.44,16.54,8.0,77.97,3.724,3.893,0.325
2025-11-24 13:27:00,PL02,LINE_C,A,STANDARD,35.26,1,0.8541,0.1748,0.1013,87.21,71.97,64.67,1.87,47.93,20.12,19.93,87.98,3.092,3.23,0.189
2025-11-24 13:58:00,PL01,LINE_A,A,HEAVY,49.93,1,0.7133,0.2008,0.0039,51.43,41.1,40.94,6.16,55.15,17.83,14.75,87.73,8.293,8.302,0.024
2025-11-24 14:22:00,PL02,LINE_C,B,PREMIUM,41.74,2,0.8029,0.25,0.15,138.48,103.86,88.28,3.38,53.2,14.96,19.22,87.39,4.217,4.366,0.506
2025-11-24 14:50:00,PL03,LINE_C,B,PREMIUM,40.67,1,0.8141,0.2447,0.0494,72.06,54.43,51.74,3.41,49.79,11.28,26.87,87.94,5.027,5.111,0.169
2025-11-24 14:55:00,PL01,LINE_A,C,STANDARD,38.01,1,0.8711,0.0933,0.1383,82.5,74.8,64.45,1.85,53.33,21.8,16.8,91.93,3.084,3.281,0.257
2025-11-24 15:03:00,PL03,LINE_B,C,STANDARD,24.57,1,0.6938,0.2419,0.1335,101.66,77.07,66.78,1.74,44.22,11.46,15.67,71.35,2.666,2.808,0.232
2025-11-24 15:04:00,PL01,LINE_C,B,STANDARD,50.4,1,0.8139,0.0692,0.1322,58.13,54.11,46.96,2.12,55.67,16.3,14.2,86.17,3.711,3.954,0.28
2025-11-24 15:29:00,PL03,LINE_C,B,STANDARD,46.07,2,0.8681,0.25,0.1332,135.68,101.76,88.21,2.25,48.78,20.17,18.89,87.85,3.115,3.248,0.3
2025-11-24 15:47:00,PL01,LINE_C,C,STANDARD,33.54,1,0.7975,0.0787,0.15,85.61,78.87,67.04,1.67,56.7,12.24,25.45,94.38,2.869,3.08,0.251
2025-11-24 16:13:00,PL01,LINE_B,B,HEAVY,67.79,1,0.8612,0.0485,0.0839,45.74,43.52,39.87,6.99,60.13,25.94,19.53,105.6,9.418,9.64,0.586
2025-11-24 16:25:00,PL01,LINE_C,C,STANDARD,64.38,2,0.9365,0.1308,0.1338,104.73,91.03,78.84,3.08,58.35,19.16,18.75,96.26,4.137,4.301,0.412
2025-11-24 16:44:00,PL01,LINE_A,C,HEAVY,45.02,2,0.7332,0.2476,0.0658,117.26,88.22,82.42,5.66,60.6,28.82,15.04,104.46,6.848,6.931,0.373
2025-11-24 17:12:00,PL02,LINE_C,B,STANDARD,48.19,1,0.7302,0.1696,0.15,54.55,45.3,38.5,2.27,50.68,16.08,25.21,91.98,4.305,4.664,0.341
2025-11-24 18:03:00,PL01,LINE_A,C,STANDARD,25.92,4,0.9675,0.25,0.0586,537.46,403.09,379.47,2.29,54.32,18.48,25.62,98.43,2.534,2.549,0.134
2025-11-24 18:08:00,PL01,LINE_B,A,PREMIUM,42.15,2,0.8907,0.2244,0.15,152.17,118.02,100.32,2.86,55.43,16.37,20.5,92.3,3.642,3.78,0.429
2025-11-24 19:15:00,PL02,LINE_D,A,PREMIUM,42.98,4,0.8181,0.2123,0.15,274.07,215.89,183.51,2.92,47.98,27.53,18.9,94.41,3.353,3.43,0.437
2025-11-24 19:45:00,PL01,LINE_D,B,STANDARD,34.43,1,0.8566,0.2477,0.1073,89.58,67.39,60.15,2.48,59.97,21.72,26.5,108.19,4.088,4.281,0.266
2025-11-24 20:30:00,PL03,LINE_B,B,STANDARD,22.73,4,0.7739,0.0119,0.1016,490.21,484.38,435.19,2.73,49.07,15.68,27.73,92.48,2.924,2.946,0.278
2025-11-24 20:36:00,PL02,LINE_D,B,STANDARD,39.36,2,0.8818,0.25,0.0831,161.31,120.98,110.92,2.52,51.97,19.63,20.29,91.88,3.279,3.348,0.209
2025-11-24 20:41:00,PL02,LINE_A,A,HEAVY,83.46,1,0.8362,0.0691,0.0389,36.07,33.57,32.27,5.91,51.26,23.35,31.23,105.83,9.067,9.194,0.23
2025-11-24 20:49:00,PL01,LINE_A,B,STANDARD,31.85,1,0.8413,0.0825,0.0988,95.09,87.24,78.62,1.81,53.83,23.38,23.74,100.94,2.965,3.091,0.179
2025-11-24 21:20:00,PL02,LINE_A,A,STANDARD,39.24,2,0.781,0.25,0.1139,143.3,107.47,95.23,2.39,49.6,18.11,20.05,87.77,3.202,3.307,0.272
2025-11-24 21:59:00,PL01,LINE_A,A,PREMIUM,41.06,2,0.8262,0.057,0.0779,144.87,136.62,125.97,3.63,56.35,14.7,25.95,96.99,4.341,4.401,0.283
2025-11-24 22:06:00,PL01,LINE_B,C,PREMIUM,41.62,1,0.8754,0.25,0.0934,75.73,56.8,51.49,2.88,55.64,19.29,23.49,98.42,4.616,4.794,0.269
2025-11-24 22:19:00,PL01,LINE_B,C,STANDARD,30.52,1,0.8456,0.1911,0.101,99.73,80.67,72.53,1.73,59.66,16.75,21.92,98.33,2.948,3.085,0.175
2025-11-25 00:30:00,PL03,LINE_D,B,PREMIUM,49.6,2,0.778,0.2453,0.0888,112.94,85.23,77.66,3.99,52.26,25.98,20.07,98.3,5.142,5.254,0.354
2025-11-25 00:36:00,PL02,LINE_B,A,STANDARD,38.8,1,0.848,0.25,0.065,78.67,59.0,55.17,1.81,48.91,13.92,18.41,81.24,3.19,3.286,0.118
2025-11-25 00:56:00,PL02,LINE_C,B,STANDARD,39.87,2,0.831,0.25,0.0514,150.08,112.56,106.77,1.91,53.77,23.5,19.38,96.65,2.765,2.811,0.098
2025-11-25 01:54:00,PL01,LINE_B,B,STANDARD,42.8,1,0.8062,0.1809,0.0672,67.82,55.55,51.81,2.03,59.55,8.56,16.78,84.89,3.555,3.665,0.136
2025-11-25 02:12:00,PL01,LINE_A,B,HEAVY,42.59,1,0.8589,0.25,0.15,72.6,54.45,46.28,4.13,58.81,21.08,14.02,93.91,5.858,6.163,0.62
2025-11-25 03:00:00,PL01,LINE_C,B,PREMIUM,72.95,1,0.779,0.25,0.0262,38.44,28.83,28.07,3.58,58.59,26.7,14.72,100.01,7.054,7.147,0.094
2025-11-25 04:04:00,PL03,LINE_C,A,STANDARD,37.52,1,0.8748,0.25,0.0998,83.93,62.95,56.66,1.77,48.19,19.6,26.6,94.4,3.27,3.437,0.177
2025-11-25 04:11:00,PL03,LINE_C,A,STANDARD,33.0,1,0.8131,0.2257,0.14,88.69,68.67,59.05,2.3,44.14,18.96,21.21,84.31,3.525,3.725,0.322
2025-11-25 04:37:00,PL03,LINE_C,C,PREMIUM,66.16,2,0.7556,0.0602,0.0303,82.23,77.28,74.94,3.56,51.95,18.9,18.0,88.86,4.713,4.749,0.108
2025-11-25 05:16:00,PL01,LINE_D,C,PREMIUM,34.62,4,0.8908,0.1138,0.0318,370.56,328.39,317.94,3.25,57.34,27.39,21.87,106.59,3.573,3.584,0.103
2025-11-25 05:22:00,PL03,LINE_A,C,PREMIUM,41.01,1,0.8814,0.25,0.1246,77.36,58.02,50.79,3.49,51.7,16.83,15.15,83.68,4.934,5.139,0.435
2025-11-25 05:37:00,PL03,LINE_C,C,STANDARD,33.72,1,0.8466,0.153,0.15,90.4,76.57,65.08,2.61,46.25,14.42,12.7,73.37,3.57,3.739,0.392
2025-11-25 06:12:00,PL03,LINE_C,A,HEAVY,45.82,1,0.895,0.2241,0.1,70.31,54.56,49.1,4.75,43.78,18.86,22.21,84.86,6.305,6.477,0.475
2025-11-25 07:47:00,PL02,LINE_D,C,PREMIUM,51.86,1,0.8522,0.1416,0.0918,59.16,50.79,46.12,3.32,50.7,12.22,24.56,87.48,5.042,5.216,0.305
2025-11-25 07:58:00,PL02,LINE_C,C,STANDARD,34.89,2,0.8542,0.0471,0.15,176.26,167.95,142.76,2.35,50.63,14.71,23.42,88.76,2.875,2.969,0.352
2025-11-25 08:22:00,PL03,LINE_C,B,STANDARD,46.39,2,0.8529,0.0358,0.029,132.38,127.64,123.93,1.89,49.53,24.82,25.31,99.67,2.666,2.689,0.055
2025-11-25 08:32:00,PL01,LINE_D,C,STANDARD,37.33,2,0.7758,0.2097,0.1157,149.64,118.25,104.58,1.96,58.8,20.05,16.42,95.27,2.763,2.869,0.226
2025-11-25 08:47:00,PL01,LINE_B,B,HEAVY,42.2,1,0.752,0.147,0.0326,64.15,54.72,52.93,4.96,56.38,26.07,23.85,106.3,6.902,6.968,0.162
2025-11-25 08:52:00,PL02,LINE_D,C,STANDARD,44.87,1,0.8576,0.0679,0.15,68.8,64.13,54.51,1.83,53.29,17.2,25.84,96.34,3.328,3.593,0.274
2025-11-25 09:08:00,PL02,LINE_A,B,STANDARD,37.32,1,0.87,0.164,0.0554,83.92,70.15,66.27,2.4,49.92,18.32,25.0,93.24,3.733,3.811,0.133
2025-11-25 09:08:00,PL01,LINE_C,B,STANDARD,30.31,2,0.7644,0.25,0.1459,181.55,136.16,116.29,2.1,57.21,19.7,16.5,93.41,2.788,2.906,0.307
2025-11-25 09:25:00,PL03,LINE_B,A,PREMIUM,56.17,2,0.8561,0.2305,0.0921,109.73,84.44,76.66,3.65,48.5,12.26,22.24,83.0,4.637,4.737,0.337
2025-11-25 13:11:00,PL03,LINE_C,C,PREMIUM,39.37,2,0.8231,0.1807,0.1465,150.54,123.34,105.26,3.5,48.78,16.39,20.41,85.58,4.194,4.313,0.513
2025-11-25 13:16:00,PL01,LINE_D,A,STANDARD,31.73,1,0.8506,0.1137,0.15,96.5,85.53,72.7,2.26,56.12,18.39,17.43,91.94,3.34,3.53,0.34
2025-11-25 13:41:00,PL02,LINE_B,B,PREMIUM,31.72,1,0.9061,0.0797,0.0865,102.84,94.64,86.45,3.48,51.75,7.95,18.04,77.74,4.304,4.382,0.301
2025-11-25 14:16:00,PL02,LINE_B,C,STANDARD,36.68,1,0.8476,0.1843,0.0446,83.19,67.86,64.83,2.14,48.11,16.57,21.67,86.35,3.408,3.467,0.095
2025-11-25 14:34:00,PL02,LINE_A,B,STANDARD,28.11,2,0.8054,0.049,0.15,206.27,196.16,166.73,2.77,50.57,19.38,31.62,101.57,3.283,3.374,0.415
2025-11-25 14:49:00,PL01,LINE_C,C,STANDARD,19.88,2,0.9243,0.032,0.1064,334.76,324.06,289.57,2.1,58.73,13.55,26.49,98.77,2.406,2.443,0.224
2025-11-25 14:58:00,PL03,LINE_C,B,STANDARD,45.17,2,0.9606,0.25,0.0206,153.12,114.84,112.48,2.34,49.09,13.67,26.13,88.89,3.114,3.131,0.048
2025-11-25 15:14:00,PL02,LINE_C,A,PREMIUM,49.65,2,0.9666,0.041,0.15,140.17,134.43,114.26,3.45,49.04,21.82,19.01,89.87,4.12,4.238,0.518
